ID;Age;Family_Time;Works;Entertainment;Social_Life;Sleep;Economy
377;29;16 hours/week;38 hours/week;4 hours;4 hours;6 hours daily;4
378;39;9 hours/week;8 hours/week;2 hours;2 hours;5 hours daily;2
379;31;0 hours/week;30 hours/week;2 hours;2 hours;4 hours daily;1
380;21;24 hours/week;49 hours/week;8 hours;8 hours;7 hours daily;5
381;21;28 hours/week;52 hours/week;10 hours;10 hours;7 hours daily;5
382;22;21 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;2
383;30;20 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;2
384;20;13 hours/week;17 hours/week;0 hours;0 hours;3 hours daily;0
385;32;27 hours/week;49 hours/week;9 hours;9 hours;8 hours daily;5
386;36;20 hours/week;39 hours/week;6 hours;6 hours;6 hours daily;3
387;26;0 hours/week;16 hours/week;1 hours;1 hours;6 hours daily;2
388;24;19 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;3
389;31;21 hours/week;31 hours/week;5 hours;5 hours;7 hours daily;3
390;35;22 hours/week;47 hours/week;9 hours;9 hours;9 hours daily;5
391;38;4 hours/week;26 hours/week;2 hours;2 hours;5 hours daily;2
392;38;4 hours/week;22 hours/week;1 hours;1 hours;6 hours daily;0
393;23;24 hours/week;47 hours/week;7 hours;7 hours;7 hours daily;5
394;32;3 hours/week;8 hours/week;0 hours;0 hours;5 hours daily;2
395;39;20 hours/week;37 hours/week;3 hours;3 hours;6 hours daily;2
396;32;18 hours/week;35 hours/week;4 hours;4 hours;7 hours daily;2
397;30;25 hours/week;59 hours/week;9 hours;9 hours;9 hours daily;5
398;21;18 hours/week;40 hours/week;4 hours;4 hours;7 hours daily;4
399;30;28 hours/week;47 hours/week;7 hours;7 hours;9 hours daily;5
400;20;12 hours/week;14 hours/week;2 hours;2 hours;6 hours daily;1
401;38;0 hours/week;19 hours/week;2 hours;2 hours;5 hours daily;1
402;21;16 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;3
403;37;21 hours/week;37 hours/week;2 hours;2 hours;7 hours daily;3
404;27;22 hours/week;52 hours/week;7 hours;7 hours;7 hours daily;5
405;37;16 hours/week;34 hours/week;3 hours;3 hours;6 hours daily;4
406;38;21 hours/week;39 hours/week;4 hours;4 hours;6 hours daily;4
407;30;8 hours/week;27 hours/week;2 hours;2 hours;5 hours daily;2
408;27;15 hours/week;30 hours/week;11 hours;5 hours;7 hours daily;2
409;36;14 hours/week;37 hours/week;11 hours;4 hours;6 hours daily;2
410;33;0 hours/week;0 hours/week;2 hours;2 hours;3 hours daily;1
411;34;28 hours/week;55 hours/week;9 hours;9 hours;7 hours daily;5
412;30;16 hours/week;37 hours/week;2 hours;2 hours;7 hours daily;2
413;25;19 hours/week;31 hours/week;11 hours;5 hours;6 hours daily;3
414;29;20 hours/week;30 hours/week;5 hours;5 hours;6 hours daily;4
415;25;7 hours/week;5 hours/week;1 hours;1 hours;4 hours daily;0
416;32;25 hours/week;46 hours/week;9 hours;9 hours;7 hours daily;5
417;35;4 hours/week;27 hours/week;1 hours;1 hours;3 hours daily;2
418;34;9 hours/week;24 hours/week;0 hours;0 hours;6 hours daily;1
419;32;14 hours/week;32 hours/week;2 hours;2 hours;6 hours daily;2
420;28;28 hours/week;58 hours/week;10 hours;10 hours;7 hours daily;5
421;36;15 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;4
422;32;24 hours/week;55 hours/week;8 hours;8 hours;9 hours daily;5
423;20;23 hours/week;46 hours/week;6 hours;6 hours;7 hours daily;5
424;26;8 hours/week;30 hours/week;1 hours;1 hours;4 hours daily;0
425;36;16 hours/week;30 hours/week;2 hours;2 hours;7 hours daily;4
426;34;11 hours/week;25 hours/week;0 hours;0 hours;5 hours daily;1
427;36;4 hours/week;0 hours/week;2 hours;2 hours;3 hours daily;2
428;24;16 hours/week;38 hours/week;2 hours;2 hours;6 hours daily;4
429;26;14 hours/week;5 hours/week;1 hours;1 hours;4 hours daily;2
430;35;16 hours/week;36 hours/week;2 hours;2 hours;7 hours daily;3
431;30;24 hours/week;50 hours/week;6 hours;6 hours;9 hours daily;5
432;28;2 hours/week;13 hours/week;1 hours;1 hours;3 hours daily;0
433;26;15 hours/week;40 hours/week;11 hours;3 hours;7 hours daily;4
434;22;27 hours/week;49 hours/week;9 hours;9 hours;8 hours daily;5
435;32;25 hours/week;52 hours/week;7 hours;7 hours;7 hours daily;5
436;34;26 hours/week;54 hours/week;9 hours;9 hours;8 hours daily;5
437;23;21 hours/week;35 hours/week;4 hours;4 hours;6 hours daily;3
438;23;21 hours/week;38 hours/week;3 hours;3 hours;7 hours daily;2
439;30;20 hours/week;31 hours/week;11 hours;2 hours;7 hours daily;3
440;28;15 hours/week;38 hours/week;3 hours;3 hours;6 hours daily;2
441;28;4 hours/week;30 hours/week;0 hours;0 hours;3 hours daily;0
442;31;14 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;4
443;37;9 hours/week;19 hours/week;2 hours;2 hours;6 hours daily;0
444;20;21 hours/week;53 hours/week;7 hours;7 hours;8 hours daily;5
445;22;21 hours/week;60 hours/week;9 hours;9 hours;8 hours daily;5
446;38;28 hours/week;57 hours/week;8 hours;8 hours;9 hours daily;5
447;21;20 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;3
448;27;6 hours/week;6 hours/week;2 hours;2 hours;4 hours daily;1
449;36;2 hours/week;22 hours/week;2 hours;2 hours;3 hours daily;1
450;34;16 hours/week;38 hours/week;5 hours;5 hours;7 hours daily;2
451;35;7 hours/week;5 hours/week;2 hours;2 hours;4 hours daily;0
452;20;20 hours/week;38 hours/week;4 hours;4 hours;7 hours daily;3
453;38;27 hours/week;59 hours/week;9 hours;9 hours;8 hours daily;5
454;26;19 hours/week;38 hours/week;4 hours;4 hours;6 hours daily;4
455;25;14 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;4
456;24;21 hours/week;37 hours/week;4 hours;4 hours;7 hours daily;2
457;37;15 hours/week;31 hours/week;2 hours;2 hours;7 hours daily;4
458;26;14 hours/week;38 hours/week;3 hours;3 hours;6 hours daily;3
459;39;27 hours/week;45 hours/week;6 hours;6 hours;8 hours daily;5
460;31;9 hours/week;20 hours/week;2 hours;2 hours;5 hours daily;1
461;32;25 hours/week;40 hours/week;6 hours;6 hours;9 hours daily;5
462;20;22 hours/week;59 hours/week;8 hours;8 hours;7 hours daily;5
463;37;16 hours/week;34 hours/week;2 hours;2 hours;6 hours daily;2
464;37;23 hours/week;50 hours/week;8 hours;8 hours;7 hours daily;5
465;37;21 hours/week;49 hours/week;6 hours;6 hours;7 hours daily;5
466;28;23 hours/week;58 hours/week;10 hours;10 hours;8 hours daily;5
467;35;15 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;4
468;39;20 hours/week;40 hours/week;11 hours;2 hours;7 hours daily;2
469;37;14 hours/week;33 hours/week;2 hours;2 hours;7 hours daily;4
470;35;21 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;4
471;32;15 hours/week;36 hours/week;5 hours;5 hours;6 hours daily;2
472;29;26 hours/week;59 hours/week;6 hours;6 hours;9 hours daily;5
473;37;2 hours/week;28 hours/week;1 hours;1 hours;4 hours daily;1
474;36;27 hours/week;57 hours/week;8 hours;8 hours;7 hours daily;5
475;27;6 hours/week;9 hours/week;2 hours;2 hours;4 hours daily;0
476;20;7 hours/week;9 hours/week;1 hours;1 hours;5 hours daily;0
477;40;1 hours/week;15 hours/week;1 hours;1 hours;6 hours daily;0
478;31;26 hours/week;46 hours/week;10 hours;10 hours;9 hours daily;5
479;39;17 hours/week;31 hours/week;5 hours;5 hours;7 hours daily;3
480;21;27 hours/week;44 hours/week;11 hours;8 hours;8 hours daily;5
481;38;16 hours/week;30 hours/week;4 hours;4 hours;7 hours daily;4
482;38;3 hours/week;25 hours/week;2 hours;2 hours;5 hours daily;0
483;32;26 hours/week;51 hours/week;7 hours;7 hours;7 hours daily;5
484;40;8 hours/week;5 hours/week;2 hours;2 hours;6 hours daily;0
485;34;27 hours/week;54 hours/week;8 hours;8 hours;7 hours daily;5
486;40;21 hours/week;47 hours/week;9 hours;9 hours;7 hours daily;5
487;40;25 hours/week;52 hours/week;6 hours;6 hours;7 hours daily;5
488;24;21 hours/week;40 hours/week;10 hours;10 hours;7 hours daily;5
489;34;25 hours/week;55 hours/week;8 hours;8 hours;8 hours daily;5
490;36;11 hours/week;4 hours/week;2 hours;2 hours;6 hours daily;2
491;24;11 hours/week;4 hours/week;11 hours;2 hours;3 hours daily;1
492;27;20 hours/week;32 hours/week;5 hours;5 hours;6 hours daily;4
493;38;27 hours/week;60 hours/week;7 hours;7 hours;7 hours daily;5
494;25;12 hours/week;16 hours/week;0 hours;0 hours;6 hours daily;2
495;28;15 hours/week;40 hours/week;5 hours;5 hours;7 hours daily;3
496;23;17 hours/week;33 hours/week;5 hours;5 hours;6 hours daily;2
497;33;18 hours/week;30 hours/week;4 hours;4 hours;6 hours daily;2
498;26;16 hours/week;35 hours/week;4 hours;4 hours;6 hours daily;2
499;33;4 hours/week;6 hours/week;0 hours;0 hours;6 hours daily;0
500;25;26 hours/week;56 hours/week;8 hours;8 hours;8 hours daily;5
501;22;24 hours/week;58 hours/week;8 hours;8 hours;8 hours daily;5
502;30;14 hours/week;39 hours/week;3 hours;3 hours;6 hours daily;2
503;23;24 hours/week;51 hours/week;6 hours;6 hours;7 hours daily;5
504;37;8 hours/week;24 hours/week;1 hours;1 hours;6 hours daily;2
505;21;25 hours/week;49 hours/week;9 hours;9 hours;8 hours daily;5
506;40;11 hours/week;23 hours/week;0 hours;0 hours;5 hours daily;2
507;21;15 hours/week;40 hours/week;3 hours;3 hours;6 hours daily;4
508;34;28 hours/week;49 hours/week;9 hours;9 hours;9 hours daily;5
509;34;25 hours/week;58 hours/week;8 hours;8 hours;8 hours daily;5
510;37;18 hours/week;31 hours/week;6 hours;6 hours;7 hours daily;3
511;27;24 hours/week;46 hours/week;7 hours;7 hours;9 hours daily;5
512;38;22 hours/week;55 hours/week;11 hours;9 hours;7 hours daily;5
513;32;6 hours/week;25 hours/week;0 hours;0 hours;5 hours daily;0
514;23;21 hours/week;50 hours/week;9 hours;9 hours;8 hours daily;5
515;28;24 hours/week;52 hours/week;9 hours;9 hours;9 hours daily;5
516;34;14 hours/week;33 hours/week;6 hours;6 hours;6 hours daily;2
517;25;9 hours/week;8 hours/week;0 hours;0 hours;6 hours daily;1
518;31;24 hours/week;57 hours/week;7 hours;7 hours;8 hours daily;5
519;20;27 hours/week;53 hours/week;7 hours;7 hours;7 hours daily;5
520;27;16 hours/week;38 hours/week;6 hours;6 hours;6 hours daily;3
521;27;8 hours/week;24 hours/week;2 hours;2 hours;3 hours daily;2
522;30;12 hours/week;28 hours/week;0 hours;0 hours;6 hours daily;1
523;25;2 hours/week;16 hours/week;1 hours;1 hours;4 hours daily;2
524;22;3 hours/week;22 hours/week;2 hours;2 hours;5 hours daily;2
525;33;1 hours/week;8 hours/week;1 hours;1 hours;6 hours daily;1
526;20;27 hours/week;40 hours/week;9 hours;9 hours;8 hours daily;5
527;27;21 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;3
528;34;13 hours/week;28 hours/week;2 hours;2 hours;4 hours daily;2
529;37;11 hours/week;2 hours/week;1 hours;1 hours;6 hours daily;0
530;22;21 hours/week;36 hours/week;6 hours;6 hours;7 hours daily;2
531;23;13 hours/week;22 hours/week;2 hours;2 hours;5 hours daily;1
532;37;1 hours/week;29 hours/week;11 hours;1 hours;4 hours daily;0
533;39;6 hours/week;2 hours/week;2 hours;2 hours;6 hours daily;1
534;35;16 hours/week;34 hours/week;3 hours;3 hours;7 hours daily;3
535;32;17 hours/week;31 hours/week;2 hours;2 hours;7 hours daily;3
536;25;1 hours/week;24 hours/week;2 hours;2 hours;3 hours daily;1
537;22;14 hours/week;9 hours/week;2 hours;2 hours;5 hours daily;0
538;32;15 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;4
539;35;26 hours/week;43 hours/week;10 hours;10 hours;9 hours daily;5
540;37;11 hours/week;9 hours/week;1 hours;1 hours;6 hours daily;1
541;25;26 hours/week;52 hours/week;6 hours;6 hours;7 hours daily;5
542;31;11 hours/week;9 hours/week;2 hours;2 hours;6 hours daily;0
543;36;28 hours/week;57 hours/week;9 hours;9 hours;8 hours daily;5
544;25;10 hours/week;11 hours/week;2 hours;2 hours;3 hours daily;1
545;26;27 hours/week;40 hours/week;7 hours;7 hours;8 hours daily;5
546;26;4 hours/week;11 hours/week;1 hours;1 hours;4 hours daily;2
547;26;11 hours/week;24 hours/week;0 hours;0 hours;4 hours daily;1
548;28;21 hours/week;36 hours/week;3 hours;3 hours;6 hours daily;2
549;30;17 hours/week;34 hours/week;2 hours;2 hours;7 hours daily;3
550;35;19 hours/week;33 hours/week;5 hours;5 hours;6 hours daily;3
551;26;11 hours/week;7 hours/week;0 hours;0 hours;3 hours daily;2
552;32;14 hours/week;40 hours/week;11 hours;3 hours;7 hours daily;3
553;35;19 hours/week;37 hours/week;6 hours;6 hours;6 hours daily;4
554;40;6 hours/week;6 hours/week;0 hours;0 hours;5 hours daily;1
555;24;18 hours/week;36 hours/week;3 hours;3 hours;6 hours daily;3
556;37;25 hours/week;55 hours/week;8 hours;8 hours;7 hours daily;5
557;23;22 hours/week;49 hours/week;6 hours;6 hours;9 hours daily;5
558;39;15 hours/week;39 hours/week;3 hours;3 hours;6 hours daily;2
559;24;16 hours/week;40 hours/week;2 hours;2 hours;6 hours daily;2
560;33;16 hours/week;40 hours/week;5 hours;5 hours;7 hours daily;4
561;37;9 hours/week;15 hours/week;0 hours;0 hours;5 hours daily;0
562;37;21 hours/week;46 hours/week;6 hours;6 hours;9 hours daily;5
563;20;21 hours/week;40 hours/week;4 hours;4 hours;6 hours daily;2
564;26;18 hours/week;31 hours/week;5 hours;5 hours;7 hours daily;2
565;30;24 hours/week;56 hours/week;6 hours;6 hours;8 hours daily;5
566;24;20 hours/week;34 hours/week;6 hours;6 hours;7 hours daily;2
567;30;14 hours/week;4 hours/week;0 hours;0 hours;3 hours daily;1
568;30;19 hours/week;34 hours/week;4 hours;4 hours;6 hours daily;3
569;20;8 hours/week;0 hours/week;1 hours;1 hours;6 hours daily;2
570;20;21 hours/week;57 hours/week;7 hours;7 hours;7 hours daily;5
571;32;20 hours/week;39 hours/week;4 hours;4 hours;6 hours daily;4
572;34;17 hours/week;38 hours/week;4 hours;4 hours;7 hours daily;2
573;25;3 hours/week;29 hours/week;0 hours;0 hours;6 hours daily;1
574;31;3 hours/week;14 hours/week;11 hours;0 hours;5 hours daily;2
575;34;5 hours/week;20 hours/week;11 hours;1 hours;4 hours daily;2
576;39;20 hours/week;38 hours/week;2 hours;2 hours;6 hours daily;2
577;31;23 hours/week;40 hours/week;8 hours;8 hours;8 hours daily;5
578;37;12 hours/week;8 hours/week;2 hours;2 hours;4 hours daily;2
579;33;21 hours/week;56 hours/week;7 hours;7 hours;9 hours daily;5
580;38;26 hours/week;57 hours/week;7 hours;7 hours;8 hours daily;5
581;23;16 hours/week;37 hours/week;6 hours;6 hours;6 hours daily;4
582;38;25 hours/week;41 hours/week;7 hours;7 hours;9 hours daily;5
583;23;23 hours/week;54 hours/week;9 hours;9 hours;8 hours daily;5
584;23;12 hours/week;7 hours/week;0 hours;0 hours;6 hours daily;0
585;32;25 hours/week;52 hours/week;10 hours;10 hours;9 hours daily;5
586;39;16 hours/week;37 hours/week;4 hours;4 hours;6 hours daily;3
587;32;27 hours/week;43 hours/week;10 hours;10 hours;9 hours daily;5
588;32;2 hours/week;8 hours/week;2 hours;2 hours;5 hours daily;2
589;34;15 hours/week;38 hours/week;11 hours;2 hours;7 hours daily;2
590;26;23 hours/week;54 hours/week;8 hours;8 hours;7 hours daily;5
591;20;13 hours/week;30 hours/week;1 hours;1 hours;6 hours daily;1
592;22;24 hours/week;46 hours/week;8 hours;8 hours;7 hours daily;5
593;20;17 hours/week;30 hours/week;4 hours;4 hours;7 hours daily;3
594;36;11 hours/week;24 hours/week;0 hours;0 hours;4 hours daily;2
595;35;19 hours/week;40 hours/week;2 hours;2 hours;7 hours daily;3
596;22;0 hours/week;7 hours/week;2 hours;2 hours;4 hours daily;2
597;34;15 hours/week;32 hours/week;5 hours;5 hours;6 hours daily;4
598;26;28 hours/week;43 hours/week;10 hours;10 hours;9 hours daily;5
599;36;1 hours/week;4 hours/week;0 hours;0 hours;6 hours daily;2
600;34;0 hours/week;25 hours/week;1 hours;1 hours;4 hours daily;0
601;27;4 hours/week;21 hours/week;2 hours;2 hours;6 hours daily;0
602;24;17 hours/week;30 hours/week;4 hours;4 hours;6 hours daily;4
603;37;15 hours/week;35 hours/week;6 hours;6 hours;6 hours daily;3
604;22;18 hours/week;30 hours/week;2 hours;2 hours;7 hours daily;4
605;29;15 hours/week;31 hours/week;4 hours;4 hours;6 hours daily;2
606;36;15 hours/week;37 hours/week;5 hours;5 hours;7 hours daily;4
607;35;18 hours/week;40 hours/week;2 hours;2 hours;6 hours daily;2
608;21;13 hours/week;15 hours/week;2 hours;2 hours;4 hours daily;2
609;37;19 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;2
610;20;23 hours/week;52 hours/week;6 hours;6 hours;9 hours daily;5
611;33;24 hours/week;54 hours/week;6 hours;6 hours;9 hours daily;5
612;35;18 hours/week;30 hours/week;2 hours;2 hours;6 hours daily;4
613;33;21 hours/week;56 hours/week;7 hours;7 hours;9 hours daily;5
614;21;6 hours/week;16 hours/week;1 hours;1 hours;4 hours daily;1
615;35;14 hours/week;2 hours/week;2 hours;2 hours;3 hours daily;0
616;20;2 hours/week;0 hours/week;2 hours;2 hours;4 hours daily;1
617;20;20 hours/week;40 hours/week;11 hours;5 hours;7 hours daily;2
618;22;23 hours/week;49 hours/week;11 hours;9 hours;8 hours daily;5
619;37;13 hours/week;18 hours/week;0 hours;0 hours;5 hours daily;0
620;22;0 hours/week;3 hours/week;0 hours;0 hours;4 hours daily;0
621;37;6 hours/week;14 hours/week;2 hours;2 hours;5 hours daily;2
622;35;25 hours/week;60 hours/week;9 hours;9 hours;8 hours daily;5
623;40;16 hours/week;31 hours/week;4 hours;4 hours;6 hours daily;4
624;23;10 hours/week;14 hours/week;1 hours;1 hours;3 hours daily;0
625;26;24 hours/week;40 hours/week;8 hours;8 hours;7 hours daily;5
626;21;6 hours/week;16 hours/week;0 hours;0 hours;5 hours daily;0
627;34;25 hours/week;42 hours/week;10 hours;10 hours;8 hours daily;5
628;32;16 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;3
629;26;16 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;4
630;34;13 hours/week;26 hours/week;2 hours;2 hours;3 hours daily;0
631;23;19 hours/week;30 hours/week;5 hours;5 hours;6 hours daily;4
632;37;24 hours/week;53 hours/week;7 hours;7 hours;9 hours daily;5
633;22;2 hours/week;9 hours/week;1 hours;1 hours;6 hours daily;1
634;34;7 hours/week;5 hours/week;0 hours;0 hours;5 hours daily;0
635;20;14 hours/week;40 hours/week;3 hours;3 hours;6 hours daily;3
636;25;21 hours/week;50 hours/week;7 hours;7 hours;9 hours daily;5
637;20;16 hours/week;34 hours/week;6 hours;6 hours;6 hours daily;4
638;30;14 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;4
639;25;23 hours/week;42 hours/week;7 hours;7 hours;9 hours daily;5
640;22;20 hours/week;30 hours/week;4 hours;4 hours;6 hours daily;2
641;26;14 hours/week;37 hours/week;3 hours;3 hours;6 hours daily;2
642;33;24 hours/week;55 hours/week;8 hours;8 hours;8 hours daily;5
643;31;13 hours/week;14 hours/week;2 hours;2 hours;5 hours daily;1
644;34;23 hours/week;51 hours/week;10 hours;10 hours;7 hours daily;5
645;38;28 hours/week;53 hours/week;11 hours;10 hours;7 hours daily;5
646;28;14 hours/week;6 hours/week;2 hours;2 hours;4 hours daily;0
647;37;2 hours/week;23 hours/week;11 hours;0 hours;3 hours daily;2
648;26;2 hours/week;6 hours/week;11 hours;1 hours;4 hours daily;0
649;21;23 hours/week;41 hours/week;10 hours;10 hours;8 hours daily;5
650;23;17 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;4
651;39;21 hours/week;35 hours/week;3 hours;3 hours;7 hours daily;3
652;30;2 hours/week;8 hours/week;2 hours;2 hours;3 hours daily;0
653;37;15 hours/week;31 hours/week;6 hours;6 hours;7 hours daily;4
654;21;21 hours/week;47 hours/week;10 hours;10 hours;7 hours daily;5
655;21;24 hours/week;47 hours/week;9 hours;9 hours;7 hours daily;5
656;31;14 hours/week;29 hours/week;1 hours;1 hours;5 hours daily;1
657;20;25 hours/week;49 hours/week;10 hours;10 hours;9 hours daily;5
658;39;25 hours/week;44 hours/week;7 hours;7 hours;7 hours daily;5
659;23;4 hours/week;29 hours/week;0 hours;0 hours;5 hours daily;2
660;39;28 hours/week;42 hours/week;7 hours;7 hours;7 hours daily;5
661;30;27 hours/week;49 hours/week;9 hours;9 hours;8 hours daily;5
662;37;10 hours/week;30 hours/week;1 hours;1 hours;5 hours daily;0
663;34;21 hours/week;60 hours/week;6 hours;6 hours;8 hours daily;5
664;29;18 hours/week;36 hours/week;5 hours;5 hours;6 hours daily;3
