ID;Age;Family_Time;Works;Entertainment;Social_Life;Sleep;Economy
377;37;24 hours/week;56 hours/week;6 hours;6 hours;8 hours daily;5
378;26;2 hours/week;10 hours/week;0 hours;0 hours;6 hours daily;0
379;34;21 hours/week;58 hours/week;6 hours;6 hours;7 hours daily;5
380;23;22 hours/week;57 hours/week;9 hours;9 hours;7 hours daily;5
381;33;12 hours/week;20 hours/week;0 hours;0 hours;4 hours daily;0
382;24;14 hours/week;37 hours/week;3 hours;3 hours;6 hours daily;4
383;34;23 hours/week;43 hours/week;7 hours;7 hours;8 hours daily;5
384;35;19 hours/week;33 hours/week;5 hours;5 hours;6 hours daily;4
385;36;12 hours/week;23 hours/week;11 hours;2 hours;6 hours daily;1
386;20;24 hours/week;45 hours/week;8 hours;8 hours;7 hours daily;5
387;31;0 hours/week;15 hours/week;2 hours;2 hours;3 hours daily;0
388;33;17 hours/week;33 hours/week;6 hours;6 hours;6 hours daily;4
389;28;22 hours/week;45 hours/week;9 hours;9 hours;8 hours daily;5
390;36;8 hours/week;23 hours/week;0 hours;0 hours;4 hours daily;0
391;31;18 hours/week;39 hours/week;5 hours;5 hours;7 hours daily;4
392;24;27 hours/week;57 hours/week;9 hours;9 hours;8 hours daily;5
393;33;1 hours/week;27 hours/week;2 hours;2 hours;6 hours daily;2
394;40;19 hours/week;38 hours/week;6 hours;6 hours;6 hours daily;2
395;29;23 hours/week;44 hours/week;6 hours;6 hours;9 hours daily;5
396;20;0 hours/week;22 hours/week;0 hours;0 hours;3 hours daily;0
397;28;17 hours/week;38 hours/week;11 hours;4 hours;7 hours daily;4
398;38;28 hours/week;41 hours/week;8 hours;8 hours;8 hours daily;5
399;21;26 hours/week;44 hours/week;7 hours;7 hours;8 hours daily;5
400;26;5 hours/week;27 hours/week;0 hours;0 hours;6 hours daily;1
401;23;15 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;4
402;38;25 hours/week;48 hours/week;7 hours;7 hours;7 hours daily;5
403;22;24 hours/week;51 hours/week;9 hours;9 hours;8 hours daily;5
404;39;16 hours/week;38 hours/week;2 hours;2 hours;7 hours daily;4
405;40;21 hours/week;33 hours/week;6 hours;6 hours;7 hours daily;2
406;26;26 hours/week;51 hours/week;11 hours;9 hours;7 hours daily;5
407;28;9 hours/week;14 hours/week;0 hours;0 hours;4 hours daily;0
408;26;3 hours/week;30 hours/week;0 hours;0 hours;6 hours daily;2
409;27;20 hours/week;39 hours/week;3 hours;3 hours;7 hours daily;3
410;34;23 hours/week;53 hours/week;7 hours;7 hours;7 hours daily;5
411;38;22 hours/week;53 hours/week;7 hours;7 hours;8 hours daily;5
412;36;28 hours/week;58 hours/week;8 hours;8 hours;9 hours daily;5
413;20;20 hours/week;32 hours/week;6 hours;6 hours;7 hours daily;3
414;22;19 hours/week;36 hours/week;5 hours;5 hours;6 hours daily;3
415;22;23 hours/week;49 hours/week;11 hours;8 hours;9 hours daily;5
416;28;17 hours/week;40 hours/week;2 hours;2 hours;7 hours daily;2
417;34;14 hours/week;34 hours/week;5 hours;5 hours;6 hours daily;4
418;34;21 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;4
419;29;3 hours/week;26 hours/week;1 hours;1 hours;5 hours daily;1
420;38;16 hours/week;31 hours/week;6 hours;6 hours;6 hours daily;3
421;35;15 hours/week;39 hours/week;2 hours;2 hours;7 hours daily;2
422;28;13 hours/week;19 hours/week;2 hours;2 hours;6 hours daily;2
423;20;8 hours/week;21 hours/week;0 hours;0 hours;3 hours daily;2
424;28;14 hours/week;24 hours/week;1 hours;1 hours;4 hours daily;1
425;27;11 hours/week;16 hours/week;2 hours;2 hours;3 hours daily;2
426;21;7 hours/week;3 hours/week;0 hours;0 hours;6 hours daily;1
427;39;5 hours/week;24 hours/week;2 hours;2 hours;4 hours daily;1
428;25;23 hours/week;45 hours/week;9 hours;9 hours;8 hours daily;5
429;32;24 hours/week;56 hours/week;10 hours;10 hours;9 hours daily;5
430;33;17 hours/week;33 hours/week;3 hours;3 hours;7 hours daily;4
431;32;10 hours/week;23 hours/week;0 hours;0 hours;6 hours daily;2
432;33;16 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;3
433;26;24 hours/week;50 hours/week;11 hours;6 hours;8 hours daily;5
434;37;10 hours/week;16 hours/week;2 hours;2 hours;5 hours daily;2
435;27;6 hours/week;17 hours/week;0 hours;0 hours;6 hours daily;1
436;20;22 hours/week;55 hours/week;11 hours;9 hours;8 hours daily;5
437;40;24 hours/week;48 hours/week;7 hours;7 hours;7 hours daily;5
438;35;13 hours/week;29 hours/week;2 hours;2 hours;3 hours daily;1
439;39;25 hours/week;43 hours/week;9 hours;9 hours;8 hours daily;5
440;28;9 hours/week;20 hours/week;1 hours;1 hours;6 hours daily;0
441;25;17 hours/week;37 hours/week;6 hours;6 hours;6 hours daily;3
442;30;21 hours/week;35 hours/week;6 hours;6 hours;7 hours daily;2
443;39;3 hours/week;7 hours/week;1 hours;1 hours;6 hours daily;0
444;30;0 hours/week;28 hours/week;2 hours;2 hours;5 hours daily;2
445;37;6 hours/week;13 hours/week;1 hours;1 hours;5 hours daily;0
446;22;15 hours/week;33 hours/week;4 hours;4 hours;7 hours daily;3
447;27;17 hours/week;38 hours/week;3 hours;3 hours;6 hours daily;3
448;33;12 hours/week;14 hours/week;11 hours;1 hours;6 hours daily;0
449;40;17 hours/week;35 hours/week;3 hours;3 hours;7 hours daily;4
450;23;3 hours/week;23 hours/week;2 hours;2 hours;3 hours daily;2
451;20;25 hours/week;51 hours/week;7 hours;7 hours;7 hours daily;5
452;35;10 hours/week;12 hours/week;2 hours;2 hours;4 hours daily;2
453;24;21 hours/week;38 hours/week;4 hours;4 hours;7 hours daily;2
454;21;20 hours/week;32 hours/week;2 hours;2 hours;6 hours daily;2
455;30;19 hours/week;39 hours/week;2 hours;2 hours;7 hours daily;2
456;31;20 hours/week;30 hours/week;6 hours;6 hours;7 hours daily;2
457;32;13 hours/week;6 hours/week;0 hours;0 hours;3 hours daily;2
458;25;11 hours/week;28 hours/week;11 hours;2 hours;6 hours daily;2
459;30;26 hours/week;46 hours/week;7 hours;7 hours;8 hours daily;5
460;35;5 hours/week;29 hours/week;0 hours;0 hours;3 hours daily;2
461;24;4 hours/week;24 hours/week;2 hours;2 hours;3 hours daily;1
462;22;16 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;2
463;26;25 hours/week;46 hours/week;11 hours;9 hours;8 hours daily;5
464;24;5 hours/week;14 hours/week;2 hours;2 hours;5 hours daily;0
465;31;27 hours/week;40 hours/week;8 hours;8 hours;8 hours daily;5
466;29;19 hours/week;32 hours/week;3 hours;3 hours;6 hours daily;4
467;26;16 hours/week;33 hours/week;2 hours;2 hours;6 hours daily;2
468;36;24 hours/week;55 hours/week;10 hours;10 hours;8 hours daily;5
469;34;17 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;3
470;36;26 hours/week;40 hours/week;10 hours;10 hours;9 hours daily;5
471;30;21 hours/week;40 hours/week;6 hours;6 hours;6 hours daily;3
472;28;5 hours/week;14 hours/week;11 hours;2 hours;4 hours daily;1
473;37;28 hours/week;41 hours/week;7 hours;7 hours;9 hours daily;5
474;40;25 hours/week;40 hours/week;7 hours;7 hours;8 hours daily;5
475;36;20 hours/week;35 hours/week;4 hours;4 hours;7 hours daily;2
476;31;1 hours/week;8 hours/week;1 hours;1 hours;5 hours daily;0
477;34;12 hours/week;12 hours/week;1 hours;1 hours;5 hours daily;1
478;25;3 hours/week;2 hours/week;0 hours;0 hours;6 hours daily;0
479;38;27 hours/week;41 hours/week;6 hours;6 hours;8 hours daily;5
480;21;21 hours/week;55 hours/week;7 hours;7 hours;8 hours daily;5
481;24;7 hours/week;18 hours/week;2 hours;2 hours;4 hours daily;1
482;34;1 hours/week;17 hours/week;1 hours;1 hours;6 hours daily;0
483;31;21 hours/week;52 hours/week;7 hours;7 hours;9 hours daily;5
484;20;19 hours/week;38 hours/week;5 hours;5 hours;6 hours daily;4
485;28;0 hours/week;2 hours/week;1 hours;1 hours;4 hours daily;0
486;25;28 hours/week;42 hours/week;6 hours;6 hours;7 hours daily;5
487;33;18 hours/week;33 hours/week;5 hours;5 hours;7 hours daily;2
488;24;24 hours/week;47 hours/week;10 hours;10 hours;9 hours daily;5
489;38;16 hours/week;30 hours/week;5 hours;5 hours;6 hours daily;2
490;21;22 hours/week;49 hours/week;7 hours;7 hours;7 hours daily;5
491;38;23 hours/week;58 hours/week;7 hours;7 hours;7 hours daily;5
492;29;18 hours/week;38 hours/week;3 hours;3 hours;6 hours daily;4
493;27;25 hours/week;56 hours/week;8 hours;8 hours;9 hours daily;5
494;21;9 hours/week;29 hours/week;2 hours;2 hours;4 hours daily;0
495;36;1 hours/week;27 hours/week;1 hours;1 hours;6 hours daily;2
496;39;16 hours/week;31 hours/week;4 hours;4 hours;6 hours daily;3
497;36;22 hours/week;60 hours/week;7 hours;7 hours;7 hours daily;5
498;22;27 hours/week;47 hours/week;7 hours;7 hours;8 hours daily;5
499;29;18 hours/week;32 hours/week;4 hours;4 hours;7 hours daily;4
500;24;5 hours/week;20 hours/week;1 hours;1 hours;4 hours daily;1
501;33;14 hours/week;16 hours/week;2 hours;2 hours;4 hours daily;0
502;21;21 hours/week;57 hours/week;7 hours;7 hours;9 hours daily;5
503;26;17 hours/week;34 hours/week;3 hours;3 hours;6 hours daily;4
504;36;23 hours/week;40 hours/week;11 hours;10 hours;7 hours daily;5
505;33;9 hours/week;14 hours/week;2 hours;2 hours;3 hours daily;0
506;40;15 hours/week;33 hours/week;2 hours;2 hours;6 hours daily;4
507;23;18 hours/week;38 hours/week;2 hours;2 hours;7 hours daily;2
508;25;14 hours/week;30 hours/week;2 hours;2 hours;6 hours daily;2
509;33;12 hours/week;0 hours/week;1 hours;1 hours;6 hours daily;0
510;30;27 hours/week;44 hours/week;9 hours;9 hours;7 hours daily;5
511;25;17 hours/week;31 hours/week;4 hours;4 hours;6 hours daily;4
512;32;21 hours/week;30 hours/week;3 hours;3 hours;7 hours daily;3
513;27;14 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;2
514;31;7 hours/week;26 hours/week;0 hours;0 hours;5 hours daily;0
515;32;14 hours/week;17 hours/week;2 hours;2 hours;5 hours daily;2
516;23;5 hours/week;5 hours/week;0 hours;0 hours;3 hours daily;2
517;24;11 hours/week;29 hours/week;1 hours;1 hours;6 hours daily;0
518;21;21 hours/week;41 hours/week;10 hours;10 hours;9 hours daily;5
519;29;10 hours/week;24 hours/week;1 hours;1 hours;4 hours daily;0
520;35;21 hours/week;40 hours/week;2 hours;2 hours;7 hours daily;2
521;26;16 hours/week;30 hours/week;6 hours;6 hours;7 hours daily;3
522;33;26 hours/week;45 hours/week;7 hours;7 hours;9 hours daily;5
523;26;5 hours/week;12 hours/week;0 hours;0 hours;6 hours daily;2
524;40;20 hours/week;33 hours/week;3 hours;3 hours;7 hours daily;2
525;30;27 hours/week;40 hours/week;11 hours;7 hours;7 hours daily;5
526;22;2 hours/week;27 hours/week;1 hours;1 hours;3 hours daily;1
527;34;18 hours/week;39 hours/week;6 hours;6 hours;6 hours daily;4
528;24;25 hours/week;43 hours/week;6 hours;6 hours;7 hours daily;5
529;40;7 hours/week;1 hours/week;1 hours;1 hours;3 hours daily;2
530;40;1 hours/week;20 hours/week;2 hours;2 hours;3 hours daily;1
531;23;24 hours/week;47 hours/week;6 hours;6 hours;7 hours daily;5
532;20;22 hours/week;45 hours/week;6 hours;6 hours;7 hours daily;5
533;34;7 hours/week;22 hours/week;0 hours;0 hours;3 hours daily;2
534;30;4 hours/week;27 hours/week;0 hours;0 hours;6 hours daily;1
535;34;21 hours/week;41 hours/week;10 hours;10 hours;9 hours daily;5
536;30;5 hours/week;13 hours/week;0 hours;0 hours;6 hours daily;0
537;20;27 hours/week;53 hours/week;10 hours;10 hours;8 hours daily;5
538;37;16 hours/week;38 hours/week;5 hours;5 hours;6 hours daily;4
539;33;28 hours/week;51 hours/week;11 hours;9 hours;7 hours daily;5
540;29;9 hours/week;0 hours/week;0 hours;0 hours;4 hours daily;0
541;29;22 hours/week;40 hours/week;11 hours;7 hours;8 hours daily;5
542;34;17 hours/week;31 hours/week;2 hours;2 hours;6 hours daily;3
543;20;11 hours/week;23 hours/week;0 hours;0 hours;5 hours daily;2
544;38;17 hours/week;37 hours/week;2 hours;2 hours;6 hours daily;4
545;20;25 hours/week;52 hours/week;11 hours;10 hours;8 hours daily;5
546;35;21 hours/week;30 hours/week;2 hours;2 hours;7 hours daily;3
547;39;22 hours/week;53 hours/week;6 hours;6 hours;7 hours daily;5
548;39;1 hours/week;28 hours/week;2 hours;2 hours;4 hours daily;2
549;21;3 hours/week;28 hours/week;2 hours;2 hours;4 hours daily;2
550;26;7 hours/week;12 hours/week;1 hours;1 hours;4 hours daily;0
551;34;14 hours/week;19 hours/week;2 hours;2 hours;3 hours daily;0
552;35;20 hours/week;36 hours/week;6 hours;6 hours;7 hours daily;3
553;36;24 hours/week;43 hours/week;7 hours;7 hours;8 hours daily;5
554;26;9 hours/week;8 hours/week;1 hours;1 hours;6 hours daily;2
555;25;15 hours/week;37 hours/week;11 hours;2 hours;7 hours daily;4
556;33;20 hours/week;37 hours/week;2 hours;2 hours;7 hours daily;3
557;40;1 hours/week;17 hours/week;0 hours;0 hours;6 hours daily;2
558;27;2 hours/week;14 hours/week;2 hours;2 hours;6 hours daily;2
559;40;24 hours/week;41 hours/week;6 hours;6 hours;7 hours daily;5
560;39;21 hours/week;43 hours/week;10 hours;10 hours;7 hours daily;5
561;32;1 hours/week;22 hours/week;1 hours;1 hours;4 hours daily;0
562;20;14 hours/week;13 hours/week;2 hours;2 hours;5 hours daily;1
563;27;27 hours/week;52 hours/week;9 hours;9 hours;9 hours daily;5
564;25;21 hours/week;38 hours/week;6 hours;6 hours;7 hours daily;4
565;24;27 hours/week;44 hours/week;7 hours;7 hours;8 hours daily;5
566;21;17 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;3
567;21;9 hours/week;24 hours/week;2 hours;2 hours;5 hours daily;2
568;36;25 hours/week;60 hours/week;8 hours;8 hours;8 hours daily;5
569;40;8 hours/week;18 hours/week;1 hours;1 hours;6 hours daily;1
570;35;20 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;4
571;28;27 hours/week;47 hours/week;6 hours;6 hours;8 hours daily;5
572;22;25 hours/week;48 hours/week;8 hours;8 hours;7 hours daily;5
573;40;9 hours/week;4 hours/week;2 hours;2 hours;3 hours daily;2
574;26;26 hours/week;45 hours/week;10 hours;10 hours;8 hours daily;5
575;22;28 hours/week;57 hours/week;10 hours;10 hours;7 hours daily;5
576;39;21 hours/week;39 hours/week;4 hours;4 hours;6 hours daily;3
577;27;28 hours/week;49 hours/week;9 hours;9 hours;7 hours daily;5
578;36;19 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;4
579;28;17 hours/week;40 hours/week;2 hours;2 hours;7 hours daily;3
580;39;5 hours/week;16 hours/week;1 hours;1 hours;6 hours daily;2
581;40;13 hours/week;4 hours/week;11 hours;2 hours;6 hours daily;0
582;21;23 hours/week;50 hours/week;8 hours;8 hours;7 hours daily;5
583;21;19 hours/week;34 hours/week;5 hours;5 hours;7 hours daily;4
584;29;17 hours/week;38 hours/week;6 hours;6 hours;6 hours daily;3
585;23;26 hours/week;46 hours/week;6 hours;6 hours;8 hours daily;5
586;38;15 hours/week;35 hours/week;3 hours;3 hours;6 hours daily;4
587;33;25 hours/week;53 hours/week;9 hours;9 hours;8 hours daily;5
588;21;9 hours/week;1 hours/week;1 hours;1 hours;4 hours daily;2
589;25;3 hours/week;26 hours/week;2 hours;2 hours;4 hours daily;1
590;22;7 hours/week;16 hours/week;2 hours;2 hours;3 hours daily;1
591;40;21 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;4
592;20;24 hours/week;57 hours/week;8 hours;8 hours;8 hours daily;5
593;25;7 hours/week;18 hours/week;11 hours;1 hours;4 hours daily;2
594;26;20 hours/week;37 hours/week;3 hours;3 hours;6 hours daily;3
595;30;8 hours/week;25 hours/week;0 hours;0 hours;4 hours daily;1
596;21;14 hours/week;20 hours/week;0 hours;0 hours;5 hours daily;0
597;33;12 hours/week;1 hours/week;2 hours;2 hours;4 hours daily;1
598;26;24 hours/week;47 hours/week;11 hours;6 hours;9 hours daily;5
599;26;17 hours/week;32 hours/week;6 hours;6 hours;7 hours daily;4
600;26;23 hours/week;45 hours/week;7 hours;7 hours;8 hours daily;5
601;20;3 hours/week;25 hours/week;0 hours;0 hours;4 hours daily;0
602;30;14 hours/week;33 hours/week;6 hours;6 hours;7 hours daily;2
603;22;25 hours/week;59 hours/week;6 hours;6 hours;7 hours daily;5
604;28;25 hours/week;50 hours/week;10 hours;10 hours;8 hours daily;5
605;20;23 hours/week;53 hours/week;9 hours;9 hours;9 hours daily;5
606;26;17 hours/week;36 hours/week;6 hours;6 hours;7 hours daily;4
607;38;17 hours/week;30 hours/week;6 hours;6 hours;7 hours daily;3
608;39;26 hours/week;49 hours/week;6 hours;6 hours;8 hours daily;5
609;26;25 hours/week;52 hours/week;9 hours;9 hours;9 hours daily;5
610;30;6 hours/week;25 hours/week;1 hours;1 hours;3 hours daily;1
611;24;25 hours/week;45 hours/week;6 hours;6 hours;9 hours daily;5
612;35;12 hours/week;30 hours/week;0 hours;0 hours;6 hours daily;2
613;33;7 hours/week;21 hours/week;1 hours;1 hours;5 hours daily;0
614;34;24 hours/week;53 hours/week;8 hours;8 hours;9 hours daily;5
615;33;21 hours/week;43 hours/week;7 hours;7 hours;9 hours daily;5
616;34;18 hours/week;37 hours/week;3 hours;3 hours;6 hours daily;4
617;39;2 hours/week;30 hours/week;0 hours;0 hours;3 hours daily;1
618;27;24 hours/week;48 hours/week;8 hours;8 hours;8 hours daily;5
619;31;22 hours/week;59 hours/week;8 hours;8 hours;9 hours daily;5
620;37;16 hours/week;35 hours/week;6 hours;6 hours;7 hours daily;2
621;36;23 hours/week;46 hours/week;6 hours;6 hours;8 hours daily;5
622;25;13 hours/week;14 hours/week;0 hours;0 hours;5 hours daily;0
623;23;9 hours/week;14 hours/week;2 hours;2 hours;5 hours daily;2
624;38;2 hours/week;3 hours/week;0 hours;0 hours;6 hours daily;0
625;38;19 hours/week;32 hours/week;3 hours;3 hours;6 hours daily;2
626;28;27 hours/week;55 hours/week;9 hours;9 hours;9 hours daily;5
627;30;20 hours/week;35 hours/week;2 hours;2 hours;7 hours daily;3
628;26;12 hours/week;30 hours/week;2 hours;2 hours;4 hours daily;1
629;35;0 hours/week;22 hours/week;2 hours;2 hours;4 hours daily;1
630;29;27 hours/week;54 hours/week;9 hours;9 hours;9 hours daily;5
631;22;26 hours/week;46 hours/week;9 hours;9 hours;9 hours daily;5
632;20;27 hours/week;40 hours/week;10 hours;10 hours;8 hours daily;5
633;34;28 hours/week;51 hours/week;8 hours;8 hours;7 hours daily;5
634;37;23 hours/week;56 hours/week;7 hours;7 hours;7 hours daily;5
635;20;19 hours/week;33 hours/week;6 hours;6 hours;7 hours daily;4
636;22;24 hours/week;49 hours/week;6 hours;6 hours;9 hours daily;5
637;23;0 hours/week;28 hours/week;0 hours;0 hours;6 hours daily;2
638;31;20 hours/week;38 hours/week;4 hours;4 hours;7 hours daily;2
639;32;14 hours/week;36 hours/week;11 hours;3 hours;6 hours daily;4
640;23;23 hours/week;57 hours/week;6 hours;6 hours;9 hours daily;5
641;26;22 hours/week;43 hours/week;7 hours;7 hours;7 hours daily;5
642;21;15 hours/week;31 hours/week;2 hours;2 hours;7 hours daily;3
643;36;20 hours/week;37 hours/week;2 hours;2 hours;7 hours daily;3
644;22;28 hours/week;50 hours/week;7 hours;7 hours;9 hours daily;5
645;27;24 hours/week;49 hours/week;9 hours;9 hours;9 hours daily;5
646;33;10 hours/week;10 hours/week;1 hours;1 hours;4 hours daily;2
647;20;27 hours/week;41 hours/week;7 hours;7 hours;9 hours daily;5
648;30;4 hours/week;22 hours/week;2 hours;2 hours;5 hours daily;2
649;26;21 hours/week;38 hours/week;5 hours;5 hours;7 hours daily;2
650;34;16 hours/week;38 hours/week;3 hours;3 hours;6 hours daily;3
651;24;5 hours/week;5 hours/week;11 hours;2 hours;4 hours daily;0
652;40;16 hours/week;31 hours/week;2 hours;2 hours;7 hours daily;3
653;32;7 hours/week;4 hours/week;2 hours;2 hours;3 hours daily;2
654;33;13 hours/week;22 hours/week;2 hours;2 hours;4 hours daily;0
655;25;19 hours/week;32 hours/week;5 hours;5 hours;7 hours daily;3
656;39;17 hours/week;36 hours/week;11 hours;6 hours;6 hours daily;2
657;20;19 hours/week;34 hours/week;4 hours;4 hours;6 hours daily;4
658;37;12 hours/week;0 hours/week;11 hours;1 hours;3 hours daily;1
659;27;13 hours/week;10 hours/week;1 hours;1 hours;3 hours daily;0
660;29;1 hours/week;26 hours/week;11 hours;2 hours;6 hours daily;1
661;32;16 hours/week;35 hours/week;2 hours;2 hours;6 hours daily;3
662;35;23 hours/week;48 hours/week;6 hours;6 hours;8 hours daily;5
663;29;22 hours/week;40 hours/week;6 hours;6 hours;9 hours daily;5
664;28;24 hours/week;57 hours/week;6 hours;6 hours;8 hours daily;5
665;30;24 hours/week;55 hours/week;6 hours;6 hours;9 hours daily;5
